,isbn_10,title,full_title,publishers,identifiers,subtitle,description,covers,physical_format,last_modified,latest_revision,key,authors,ocaid,publish_places,contributions,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,copyright_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,first_sentence,dewey_decimal_class,lc_classifications,local_id,other_titles,subject_people,subject_places,subject_times,subjects,genres,lccn,table_of_contents,contributors,weight,physical_dimensions,subject_place,uri_descriptions,url,uris,ia_loaded_id,translated_from,work_titles,translation_of,subject_time,oclc_number,work_title,coverimage,location,links,openlibrary,language
591,['0804106304'],The joy luck club,The joy luck club,['Ivy Books'],,,,[6784025],,"{'type': '/type/datetime', 'value': '2019-07-22T09:53:02.578716'}",4,/books/OL24722704M,[{'key': '/authors/OL220796A'}],joyluckclub01989tana,['New York'],,[{'key': '/languages/eng'}],332 S.,,['ia:joyluckclub01989tana'],,332.0,['9780804106306'],"{'type': '/type/datetime', 'value': '2011-06-30T16:11:03.579182'}",,1989,,['263543769'],[{'key': '/works/OL15811688W'}],{'key': '/type/edition'},4,['IA119907'],nyu,Amy Tan,,,,,,,,['United States'],,"['Mothers and daughters', 'Fiction']",,,,,,,,,,,,,,,,,,,,,,
592,['0553581554'],The killing game.,,['Bantam'],"{'goodreads': ['78131'], 'librarything': ['116689']}",,,[10772740],,"{'type': '/type/datetime', 'value': '2021-03-27T06:59:51.875270'}",7,/books/OL18869284M,[{'key': '/authors/OL19043A'}],killinggame0000joha,,,[{'key': '/languages/eng'}],,,"['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:2054490122:360', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:185673233:1883', 'ia:killinggame0000joha']",,,,"{'type': '/type/datetime', 'value': '2008-10-20T09:43:10.000981'}",,1999,,,[{'key': '/works/OL115409W'}],{'key': '/type/edition'},7,,xxk,,,,,['PS3560.O275 K5 1999'],"['urn:sfpl:31223051778687', 'urn:sfpl:31223126517961', 'urn:sfpl:31223126517995']",,,,,,,['99020999'],,,,,,,,,,,,,,,,,,,,
593,['0440241537'],The King of Torts,,['Dell'],{},,,[11015617],,"{'type': '/type/datetime', 'value': '2021-05-11T00:17:18.651982'}",4,/books/OL32366606M,,kingoftorts0000gris_d5e9,,,[{'key': '/languages/eng'}],,{},['ia:kingoftorts0000gris_d5e9'],,,,"{'type': '/type/datetime', 'value': '2021-05-09T09:15:18.367742'}",,2004-01,,,[{'key': '/works/OL77011W'}],{'key': '/type/edition'},4,,,,,,,['CPB Box no. 2171 vol. 7'],,,,,,,,['2004573914'],,,,,,,,,,,,,,,,,,,,
594,['044023669X'],The Kiss,,['Dell'],"{'librarything': ['101374'], 'goodreads': ['891081']}",,,[281487],,"{'type': '/type/datetime', 'value': '2014-07-31T09:08:06.046005'}",8,/books/OL7520171M,[{'key': '/authors/OL24452A'}],kissstee00stee,,,[{'key': '/languages/eng'}],,,"['amazon:044023669X:bk:1085921912:259313', 'ia:kissstee00stee']",,448.0,['9780440236696'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"October 1, 2002",,,[{'key': '/works/OL19768W'}],{'key': '/type/edition'},8,,,,,"{'type': '/type/text', 'value': 'Isabelle Forrester stood looking down at the garden from her bedroom window, in the house on the rue de Grenelle, in the seventh arrondissement in Paris.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,"['080410753X', '0606011773']",The kitchen god's wife,The kitchen god's wife,['Ivy Books'],,,"{'type': '/type/text', 'value': ""Winnie and Helen have kept each other's worst secrets for more than fifty years. Now, because she believes she is dying, Helen wants to expose everything. And Winnie angrily determines that she must be the one to tell her daughter, Pearl, about the past--including the terrible truth even Helen does not know. And so begins Winnie's story of her life on a small island outside Shanghai in the 1920s, and other places in China during World War II, and traces the happy and desperate events that led to Winnie's coming to America in 1949.""}",[6786333],,"{'type': '/type/datetime', 'value': '2019-07-22T13:16:21.910826'}",4,/books/OL24732827M,[{'key': '/authors/OL220796A'}],kitchengodswife01992tana,['New York'],,[{'key': '/languages/eng'}],532 p. ;,,['ia:kitchengodswife01992tana'],"{'type': '/type/text', 'value': 'Originally published: New York : Putnam, c1991.'}",532.0,"['9780804107532', '9780606011778']","{'type': '/type/datetime', 'value': '2011-07-01T18:12:46.930651'}",1st U.S. Ballantine Books ed.,1992,,['25835943'],[{'key': '/works/OL15821869W'}],{'key': '/type/edition'},4,['IA119813'],nyu,Amy Tan,,,['813/.54'],['PS3570.A48 K58 1991'],,,,,,"['Chinese fiction', 'Family', 'Fiction']",,,,,,,,,,,,,,,,,,,,,,
596,['0425180638'],The last precinct,,['Berkley Books'],,,,[6529380],,"{'type': '/type/datetime', 'value': '2021-02-22T08:54:07.342171'}",10,/books/OL24212099M,[{'key': '/authors/OL6898642A'}],lastprecinct00corn,['New York'],,[{'key': '/languages/eng'}],468 p. ;,,['ia:lastprecinct00corn'],,468.0,['9780425180631'],"{'type': '/type/datetime', 'value': '2010-05-05T11:24:08.977586'}",Berkley mass-market ed.,2001,,['47275809'],[{'key': '/works/OL15144568W'}],{'key': '/type/edition'},10,['IA107120'],nyu,Patricia Cornwell,,,['813.54'],['PS3553.O692 L37 2001'],,,,,,"['Women pathologists -- Fiction.', 'Scarpetta, Kay (Fictitious character) -- Fiction.', 'Serial murderers -- Fiction.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
597,['0316781142'],The last time they met,The last time they met a novel,"['Little, Brown']",,a novel,"{'type': '/type/text', 'value': ""A man and a woman sustain a life-long passionate relationship even though they have been together only three times. At a literary festival in Toronto, Linda Fallon encounters the man who was once at the center of her life: Thomas Janes, the famous poet. Since last seeing him, she has married, given birth, and been widowed. Thomas's appearance rocks Linda, raises questions she had long abandoned, and inspires new dreams.""}",[6821144],,"{'type': '/type/datetime', 'value': '2019-07-22T14:10:26.144681'}",5,/books/OL24767297M,[{'key': '/authors/OL29845A'}],lasttimetheymetnshr00shre,['Boston'],,[{'key': '/languages/eng'}],313 p. ;,,"['ia:lasttimetheymetnshr00shre', 'ia:lasttimetheymetn00shrex']",,313.0,['9780316781145'],"{'type': '/type/datetime', 'value': '2011-07-14T02:05:53.389686'}",1st ed.,2001,,['45387456'],[{'key': '/works/OL15858425W'}],{'key': '/type/edition'},5,['IA127010'],mau,Anita Shreve,,,['813/.54'],['PS3569.H7385 L37 2001'],,,,,,"['Poets', 'Psychological fiction', 'Adultery', 'Women poets', 'Married people', 'Forgiveness', 'Fiction']",,['00053496'],,,,,,,,,,,,,,,,,,"[{'url': 'http://www.loc.gov/catdir/enhancements/fy0914/00053496-d.html', 'title': 'Publisher description'}]",,
598,['1400031699'],The little friend,,['Vintage Books'],{},,,[10423152],,"{'type': '/type/datetime', 'value': '2020-09-05T20:58:15.559654'}",4,/books/OL30094980M,,,,,,,{},,,624.0,['9781400031696'],"{'type': '/type/datetime', 'value': '2020-09-05T20:56:21.082349'}",,2002,,,[{'key': '/works/OL4321140W'}],{'key': '/type/edition'},4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,['0156528207'],The Little Prince,,['Harcourt'],"{'goodreads': ['728232'], 'librarything': ['11883']}",,,[116292],,"{'type': '/type/datetime', 'value': '2021-03-15T10:30:01.526225'}",9,/books/OL7366037M,[{'key': '/authors/OL31901A'}],,,,[{'key': '/languages/eng'}],,,['amazon:0156528207:12:1070838500:251709'],,111.0,['9780156528207'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,June 1968,,,[{'key': '/works/OL10264W'}],{'key': '/type/edition'},9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,['0553479148'],The Long Road Home (Danielle Steel),,['Random House Audio'],{'librarything': ['101375']},,,[370710],Audio Cassette,"{'type': '/type/datetime', 'value': '2010-08-06T07:07:20.864459'}",4,/books/OL7827855M,[{'key': '/authors/OL24452A'}],,,,[{'key': '/languages/eng'}],,,['amazon:0553479148:bx:3380712184:229547'],,,['9780553479140'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",Abridged edition,"April 1, 1998",,,[{'key': '/works/OL19710W'}],{'key': '/type/edition'},4,,,,,,,,,,,,,"['Fiction', 'Abridged Audio - Fiction/General', 'Audio Adult: Books On Tape', 'General', 'Fiction / General', 'Audiobooks']",,,,,5.4 ounces,7.1 x 4.1 x 1.2 inches,,,,,,,,,,,,,,,,
601,['0440224624'],The Loop,,['Dell'],"{'goodreads': ['828173'], 'librarything': ['3227']}",,,[280939],,"{'type': '/type/datetime', 'value': '2010-08-06T01:19:15.947354'}",6,/books/OL7519835M,[{'key': '/authors/OL2705022A'}],,,,[{'key': '/languages/eng'}],,,,,560.0,['9780440224624'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"September 7, 1999",,,[{'key': '/works/OL8124767W'}],{'key': '/type/edition'},6,,,,,"{'type': '/type/text', 'value': 'THE SCENT of slaughter, some believe, can linger in a place for years.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,['1558745157'],The Lost Boy,,['HCI'],"{'goodreads': ['2743'], 'librarything': ['124629']}",A Foster Child's Search for the Love of a Family,,[785277],Paperback,"{'type': '/type/datetime', 'value': '2010-08-10T05:48:07.412428'}",6,/books/OL8607850M,[{'key': '/authors/OL2623454A'}],,,,[{'key': '/languages/eng'}],,,['amazon:1558745157:fl:423629624:264047'],,250.0,['9781558745155'],"{'type': '/type/datetime', 'value': '2008-04-30T08:14:56.482104'}",Revised edition,"August 1, 1997",,,[{'key': '/works/OL262975W'}],{'key': '/type/edition'},6,,,,,"{'type': '/type/text', 'value': ""Winter 1970, Daly City, California-I'm alone.""}",,,,,,,,"['Child care & upbringing', 'Daly City', 'Biography / Autobiography', 'Alternative Family', 'Family relationships', 'Biography & Autobiography', 'Children of alcoholics', 'Biography/Autobiography', 'Childhood Memoir', 'Abuse - General', 'Dysfunctional Families', 'Biography & Autobiography / General', 'Abusive mothers', 'Pelzer, David J', 'Personal Memoirs', 'Abused children', 'Biography', 'California']",,,,,12.8 ounces,7.3 x 5 x 0.9 inches,,,,,,,,,,,,,,,,
603,['034540288X'],The Lost World,,['Ballantine Books'],"{'google': ['1YoU20MdMfwC'], 'goodreads': ['57185499']}",,"{'type': '/type/text', 'value': 'It is now six years since the secret disaster at Jurassic Park, six years since the extraordinary dream of science and imagination came to a crashing end--the dinosaurs destroyed, the park dismantled, the island definitely closed to the public.\r\n\r\nThere are rumors that something has survived...\r\n--back cover'}",[10657260],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2021-02-23T11:51:06.590805'}",3,/books/OL31982634M,,lostworvel00cric,['New York'],,[{'key': '/languages/eng'}],"xiv, 431p.",{},,"{'type': '/type/text', 'value': 'US/CAN'}",,['9780345402882'],"{'type': '/type/datetime', 'value': '2021-02-23T11:41:44.575986'}",1st Ballantine Books domestic edition (7),1996-10,1995,['972131836'],[{'key': '/works/OL46876W'}],{'key': '/type/edition'},3,,,,,,,,,,,,,,,['96-96934'],,,,,,,,,,,,,,,,,,,,
604,['0671867172'],The Lottery Winner,,['Pocket'],"{'goodreads': ['773630'], 'librarything': ['3228']}",Alvirah And Willy Stories,,"[6629567, 409206]",Mass Market Paperback,"{'type': '/type/datetime', 'value': '2011-09-03T06:37:37.186494'}",11,/books/OL7666965M,[{'key': '/authors/OL22586A'}],lotterywinneralvclark00clar,,,[{'key': '/languages/eng'}],,,"['amazon:0671867172:cf:2532267437:293555', 'ia:lotterywinneralvclark00clar', 'ia:lotterywinneralvclarkhigg00clar']",,304.0,['9780671867171'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",,"November 1, 1995",,,[{'key': '/works/OL13049W'}],{'key': '/type/edition'},11,"['IA119617', 'IA118603']",,,,"{'type': '/type/text', 'value': 'If Alvirah had known on that July evening what was waiting for her at her fancy new apartment on Central Park South, she would never have gotten off the plane.'}",,,,,,,,"['Suspense', 'Mystery/Suspense', 'Fiction', 'Fiction - Psychological Suspense', 'Psychological', 'Short Stories (single author)', 'Fiction / General', 'Mystery & Detective - General']",,,,,5.3 ounces,6.7 x 4.2 x 0.8 inches,,,,,,,,,,,,,,,,
605,['0316666343'],The lovely bones,,"['Little, Brown']","{'goodreads': ['77544'], 'librarything': ['4931']}",a novel,,[189638],,"{'type': '/type/datetime', 'value': '2020-12-03T17:48:17.711345'}",12,/books/OL3953260M,[{'key': '/authors/OL1479823A'}],,['Boston'],,[{'key': '/languages/eng'}],328 p. ;,,"['ia:lovelybonesnove000sebo', 'ia:lovelybonesnove100sebo', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:82746146:1608', 'amazon:0316666343', 'bwb:9780316666343', 'marc:marc_loc_2016/BooksAll.2016.part28.utf8:227378322:701']",,328.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,2002,,,[{'key': '/works/OL5962664W'}],{'key': '/type/edition'},12,['IA152301'],mau,Alice Sebold.,,,['813/.6'],['PS3619.E26 L68 2002'],['urn:phillips:31867000823844'],,,,,"[""Murder victims' families -- Fiction."", 'Teenage girls -- Crimes against -- Fiction.']",['Fiction.'],['2001050622'],,,,,,,,,['lovelybonesnove100sebo'],,,,,,,,,,,
606,['0785787135'],The Mists of Avalon the Mists of Avalon,,['Turtleback Books: A Division of Sanval'],,,,[11057195],school & library binding,"{'type': '/type/datetime', 'value': '2021-05-11T14:46:24.655942'}",1,/books/OL32394179M,[{'key': '/authors/OL9119078A'}],,,,,,,['amazon:0785787135'],,912.0,['9780785787136'],"{'type': '/type/datetime', 'value': '2021-05-11T14:46:24.655942'}",,"May 11, 1987",,,[{'key': '/works/OL24456396W'}],{'key': '/type/edition'},1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,['0451196856'],The most wanted,The most wanted roman,['a signet book'],,roman,,,,"{'type': '/type/datetime', 'value': '2019-07-22T13:46:32.047629'}",3,/books/OL24955170M,[{'key': '/authors/OL226689A'}],,['NewYork'],,[{'key': '/languages/eng'}],1 vol.(392 p) :,,['ia:mostwantedroman00mitc'],,392.0,['9780451196859'],"{'type': '/type/datetime', 'value': '2011-08-11T07:40:39.712677'}",,1999,,['493151887'],[{'key': '/works/OL16055549W'}],{'key': '/type/edition'},3,['IA112511'],xxu,Jacquelyn Mitchard,,,['800'],,,,,,,['Littérature américaine'],,,,,,,,,,,['mostwantedroman00mitc'],,,,,,,,,,,
608,"['0743437640', '0671014218']",The mulberry tree,,['Atria Books'],"{'librarything': ['81030'], 'goodreads': ['871917', '1962772']}",,,[6541991],,"{'type': '/type/datetime', 'value': '2019-01-11T20:28:37.563351'}",9,/books/OL23246592M,[{'key': '/authors/OL68291A'}],mulberrytree00deverich,['New York'],,[{'key': '/languages/eng'}],377 p. ;,,"['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:29508692:1857', 'ia:mulberrytree00deverich', 'ia:mulberrytree00deve_0']",,377.0,,"{'type': '/type/datetime', 'value': '2009-05-29T11:36:58.658776'}",,2002,,,[{'key': '/works/OL810214W'}],{'key': '/type/edition'},9,['IA105506'],nyu,Jude Deveraux.,,,,,,,,,,"['Widows -- Virginia -- Fiction', 'Life change events -- Fiction', 'Psychological fiction']",['Fiction'],,,,,,,,,,,,,,,,,,,,,
609,['0345369947'],"The mummy, or Ramses the damned",,['Ballantine Books'],,,,[6541942],,"{'type': '/type/datetime', 'value': '2011-08-12T04:13:32.684386'}",5,/books/OL24214587M,[{'key': '/authors/OL39486A'}],mummyorramsesdam00rice,['New York'],,,398 p. ;,,['ia:mummyorramsesdam00rice'],,398.0,['9780345369949'],"{'type': '/type/datetime', 'value': '2010-05-05T13:02:47.077942'}",1st mass market ed.,1991,,['24529384'],[{'key': '/works/OL77835W'}],{'key': '/type/edition'},5,['IA107914'],nyu,Anne Rice.,,,,['PS3568.I265 M8 1991'],,"['Mummy.', 'Ramses the damned.']",,,,"['Ramses II, King of Egypt -- Fiction.', 'Mummies -- Fiction.', 'London (England) -- Social life and customs -- 20th century -- Fiction.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
610,['0345452534'],The Murder Book,,['Ballantine Books'],"{'goodreads': ['1584693'], 'librarything': ['60680']}",,,[210602],Hardcover,"{'type': '/type/datetime', 'value': '2021-02-21T04:38:17.460207'}",11,/books/OL3570720M,[{'key': '/authors/OL22570A'}],murderbookthe00kell,['New York'],,[{'key': '/languages/eng'}],408 p. ;,{},"['marc:marc_records_scriblio_net/part14.dat:39403150:1199', 'ia:murderbookthe00kell', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:3581732:2090', 'marc:marc_loc_2016/BooksAll.2016.part29.utf8:210887985:1199', 'ia:murderbook0000kell_s6i3']",,408.0,['9780345452535'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,2002,2002,,[{'key': '/works/OL12715W'}],{'key': '/type/edition'},11,['IA130310'],nyu,Jonathan Kellerman.,['Alex Delaware Series'],,['813/.54'],['PS3561.E3865 M87 2002b'],"['urn:sfpl:31223062222006', 'urn:sfpl:31223062262804']",,,,,"['Delaware, Alex (Fictitious character) -- Fiction', 'Sturgis, Milo (Fictitious character) -- Fiction', 'Police -- California -- Los Angeles -- Fiction', 'Clinical psychologists -- Fiction', 'Los Angeles (Calif.) -- Fiction']",['Fiction.'],['2002074733'],,,,,"['Los Angeles (Calif.)', 'California', 'Los Angeles']","['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random051/2002074733.html', 'http://www.loc.gov/catdir/samples/random045/2002074733.html', 'http://www.loc.gov/catdir/description/random0413/2002074733.html']","['http://www.loc.gov/catdir/bios/random051/2002074733.html', 'http://www.loc.gov/catdir/samples/random045/2002074733.html', 'http://www.loc.gov/catdir/description/random0413/2002074733.html']",,,,,,,,,,,,
611,['0312278586'],The nanny diaries,,"[""St. Martin's Press""]","{'goodreads': ['885588'], 'librarything': ['21637']}",a novel,,[178033],,"{'type': '/type/datetime', 'value': '2020-12-03T17:33:33.405225'}",15,/books/OL3952583M,[{'key': '/authors/OL1391792A'}],nannydiariesnove00mclarich,['New York'],"['Kraus, Nicola.']",[{'key': '/languages/eng'}],305 p. ;,,"['ia:nannydiariesnove00mcla_0', 'ia:nannydiariesnove00mcla', 'ia:isbn_9780312374334', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:244437517:3262', 'marc:marc_loc_2016/BooksAll.2016.part28.utf8:225435677:1135']",,305.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,2002,,,[{'key': '/works/OL5722961W'}],{'key': '/type/edition'},15,['IA180001'],nyu,Emma McLaughlin and Nicola Kraus.,,,['813/.6'],['PS3613.C575 N36 2002'],"['urn:sfpl:31223060181022', 'urn:sfpl:31223129590569', 'urn:sfpl:31223129590536', 'urn:sfpl:31223048768296', 'urn:sfpl:31223065458441', 'urn:sfpl:31223129590544', 'urn:sfpl:31223060864494', 'urn:sfpl:31223129590551']",,,,,"['Rich people -- Fiction.', 'Nannies -- Fiction.', 'Manhattan (New York, N.Y.) -- Fiction.', 'Park Avenue (New York, N.Y.) -- Fiction.']",['Fiction.'],['2001048652'],,,,,"['Manhattan (New York, N.Y.)', 'Park Avenue (New York, N.Y.)']","['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol054/2001048652.html', 'http://www.loc.gov/catdir/description/hol042/2001048652.html']","['http://www.loc.gov/catdir/bios/hol054/2001048652.html', 'http://www.loc.gov/catdir/description/hol042/2001048652.html']",['nannydiariesnove00mcla_0'],,,,,,,,,,,
612,['0553802380'],The next accident,,['Bantam Books'],"{'librarything': ['76330'], 'goodreads': ['1919781']}",,,[374072],,"{'type': '/type/datetime', 'value': '2020-12-03T15:59:22.869708'}",10,/books/OL3947826M,[{'key': '/authors/OL32780A'}],nextaccident00gardrich,['New York'],,[{'key': '/languages/eng'}],"vi, 339 p. ;",,"['marc:marc_records_scriblio_net/part13.dat:138174026:1211', 'ia:nextaccident00gardrich', 'ia:nextaccident000gard', 'marc:marc_loc_2016/BooksAll.2016.part28.utf8:213316216:1211']",,339.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,2001,,,[{'key': '/works/OL119070W'}],{'key': '/type/edition'},10,['IA170601'],nyu,Lisa Gardner.,,,['813/.54'],['PS3557.A7132 N49 2001'],,,,,,"['Government investigators -- Fiction', 'Fathers and daughters -- Fiction', 'Ex-police officers -- Fiction', 'Serial murders -- Fiction', 'Psychopaths -- Fiction', 'Conner, Rainie (Fictitious character) -- Fiction', 'Quincy, Pierce (Fictitious character) -- Fiction']",['Fiction.'],['2001035909'],,,,,,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random053/2001035909.html', 'http://www.loc.gov/catdir/samples/random044/2001035909.html', 'http://www.loc.gov/catdir/description/random0411/2001035909.html']","['http://www.loc.gov/catdir/bios/random053/2001035909.html', 'http://www.loc.gov/catdir/samples/random044/2001035909.html', 'http://www.loc.gov/catdir/description/random0411/2001035909.html']",['nextaccident000gard'],,,,,,,,,,,
613,"['1400034779', '140009688X', '1400031346']",The No. 1 Ladies' Detective Agency,,['Anchor Books'],"{'goodreads': ['552550', '958368', '7061'], 'librarything': ['8267']}",,,,,"{'type': '/type/datetime', 'value': '2010-08-19T12:33:14.762433'}",6,/books/OL23247058M,[{'key': '/authors/OL336504A'}],,['New York'],,[{'key': '/languages/eng'}],235 p. ;,,['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:30938476:3234'],"{'type': '/type/text', 'value': 'Originally published in softcover, 1998.'}",235.0,['9781400034772'],"{'type': '/type/datetime', 'value': '2009-05-29T11:45:25.557328'}",,2002,1998,,[{'key': '/works/OL2435522W'}],{'key': '/type/edition'},6,,nyu,Alexander McCall Smith.,['No. 1 Ladies Detective Agency series'],,,,,"[""Number One Ladies' Detective Agency""]",,,,"['Ramotswe, Precious (Fictitious character) -- Fiction', 'Women private investigators -- Botswana -- Fiction', 'Detective and mystery stories', 'Botswana -- Fiction']",['Fiction'],['2002018694'],,,,,,,,,,,,,,,,,,,,
614,['0446520802'],The Notebook (The Notebook #1),,['Warner Books'],"{'goodreads': ['336903'], 'librarything': ['4672']}",,,[285902],,"{'type': '/type/datetime', 'value': '2020-11-23T13:07:53.028741'}",16,/books/OL995215M,[{'key': '/authors/OL19597A'}],notebook00spar,['New York'],,[{'key': '/languages/eng'}],214 p. ;,{},"['marc:marc_records_scriblio_net/part25.dat:193482759:658', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:16749191:3659', 'marc:marc_ithaca_college/ic_marc.mrc:149142327:774', 'marc:marc_loc_updates/v37.i31.records.utf8:3266572:759', 'ia:notebook00spar', 'ia:notebook00spar_0', 'bwb:9780446520805', 'marc:marc_loc_2016/BooksAll.2016.part25.utf8:99454741:875']",,214.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,1996,,,[{'key': '/works/OL54805W'}],{'key': '/type/edition'},16,['IA117921'],nyu,Nicholas Sparks.,,,['813/.54'],['PS3569.P363 N68 1996'],,,,,,"['Oral reading -- Fiction', 'Older people -- Fiction', 'North Carolina -- Fiction']",['Fiction.'],['96033815'],,,,,['North Carolina'],,,,,,,,,,,,,,,
615,['0743227441'],The other Boleyn girl,,['Scribner Paperback Fiction'],"{'goodreads': ['37470'], 'librarything': ['5168']}",a novel,,[472500],,"{'type': '/type/datetime', 'value': '2012-03-08T22:01:36.161093'}",10,/books/OL3955832M,[{'key': '/authors/OL31358A'}],otherboleyngirln00greg,['New York'],,[{'key': '/languages/eng'}],664 p. ;,,"['marc:marc_records_scriblio_net/part13.dat:146084227:1020', 'ia:otherboleyngirln00greg', 'ia:otherboleyngirla00greg']",,664.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,2002,,,[{'key': '/works/OL59953W'}],{'key': '/type/edition'},10,['IA104506'],nyu,Philippa Gregory.,,,['823/.914'],['PR6057.R386 O84 2002'],,,,,,"['Boleyn, Mary, 1508-1543 -- Fiction', 'Henry VIII, King of England, 1491-1547 -- Fiction', 'Mistresses -- Fiction', 'Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction']",['Fiction.'],['2001057646'],,,,,['Great Britain'],"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/simon052/2001057646.html', 'http://www.loc.gov/catdir/description/simon041/2001057646.html']","['http://www.loc.gov/catdir/bios/simon052/2001057646.html', 'http://www.loc.gov/catdir/description/simon041/2001057646.html']",['otherboleyngirla00greg'],,,,"['Henry VIII, 1509-1547']",,,,,,,
616,['0440224764'],The Partner,,['Dell'],"{'goodreads': ['228013'], 'librarything': ['861224']}",,,[9323483],,"{'type': '/type/datetime', 'value': '2020-04-07T13:33:40.661985'}",12,/books/OL7519839M,[{'key': '/authors/OL6829207A'}],partner00grisrich,,,[{'key': '/languages/eng'}],,,"['amazon:0440224764:bk:955051097:258817', 'ia:partner00grisrich']",,480.0,['9780440224761'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"January 7, 1998",,,[{'key': '/works/OL77004W'}],{'key': '/type/edition'},12,,,,,"{'type': '/type/text', 'value': 'THEY FOUND HIM in Ponta Pora, a pleasant little town in Brazil, on the border of Paraguay, in a land still known as the Frontier.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,['0440214041'],The Pelican Brief,,['Dell'],{'goodreads': ['45893721']},,"{'type': '/type/text', 'value': ""In suburban Georgetown a killer's Reeboks whisper\xa0on the front floor of a posh home... In a seedy\xa0D.C. porno house a patron is swiftly\xa0garroted to death... \r\n\r\nThe next day America learns\xa0that two of its Supreme Court justices have been\xa0assassinated. And in New Orleans, a young law\xa0student prepares a legal brief... \r\n\r\nTo Darby Shaw it was\xa0no more than a legal shot in the dark, a brilliant\xa0guess. To the Washington establishment it was\xa0political dynamite. Suddenly Darby is witness to a\xa0murder -- a murder intended for her. Going\xa0underground, she finds there is only one person she can\xa0trust -- an ambitious reporter after a newsbreak\xa0hotter than Watergate -- to help her piece together the\xa0deadly puzzle. Somewhere between the bayous of\xa0\xa0Louisiana and the White House's inner sanctums, a\xa0violent cover-up is being engineered. For someone has\xa0read Darby's brief. Someone who will stop at\xa0nothing to destroy the evidence of an unthinkable\xa0crime.\r\n--back cover""}","[10578573, 10578572]",Mass Market Paperback,"{'type': '/type/datetime', 'value': '2021-01-24T14:06:57.688662'}",4,/books/OL31891681M,,pelicanbrief0000gris_d0m0,['New York'],,[{'key': '/languages/eng'}],436p.,{},,,436.0,['9780440214045'],"{'type': '/type/datetime', 'value': '2021-01-24T13:57:23.788294'}",Dell reissue edition (57),2003-04,1992,['694844275'],[{'key': '/works/OL76965W'}],{'key': '/type/edition'},4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
